aonde gastou,natureza do gasto,valor total,parcelas,no da parcela,valor unitário,tipo,comp,cartao,origem
MERCPAGO*VILLADOSPAES,Restaurantes/ Bares/ Lanchonetes,18.7,,,18.7,Cartão de Crédito,,,base
RAPPI BRASIL INTERMEDI,Restaurantes/ Bares/ Lanchonetes,1.92,,,1.92,Cartão de Crédito,,,base
RAPPI BRASIL INTERMEDI (bullguer),Restaurantes/ Bares/ Lanchonetes,240.21,,,240.21,Cartão de Crédito,shared,,base
PACO ESFIHA.,Restaurantes/ Bares/ Lanchonetes,47.4,,,47.4,Cartão de Crédito,,,base
PAYPAL *99APP,Combustível/ Passagens/ Uber / Sem Parar,6.68,,,6.68,Cartão de Crédito,,,base
SUN7SP,Restaurantes/ Bares/ Lanchonetes,19,,,19,Cartão de Crédito,,,base
AME DIG*AME DIGITAL,Cuidados Pessoais (Nutricionista / Medico / Suplemento),200,,,200,Cartão de Crédito,shared,,base
DROG SAO PAULO FL 993,Farmácia,56.95,,,56.95,Cartão de Crédito,,,base
IMO MOLESTIAS OCULARE(01/03),Cuidados Pessoais (Nutricionista / Medico / Suplemento),460.02,3.0,1.0,153.34,Cartão de Crédito,,,base
PAYPAL *99APP,Combustível/ Passagens/ Uber / Sem Parar,12.24,,,12.24,Cartão de Crédito,,,base
SWIFT,Supermercado,244.29,,,244.29,Cartão de Crédito,shared,,base
UBER * PENDING,Combustível/ Passagens/ Uber / Sem Parar,13.25,,,13.25,Cartão de Crédito,,,base
PACO ESFIHA.,Restaurantes/ Bares/ Lanchonetes,129.7,,,129.7,Cartão de Crédito,shared,,base
PAO DE ACUCAR LJ 1205 (churras ftv),Restaurantes/ Bares/ Lanchonetes,339.17,,,339.17,Cartão de Crédito,,,base
ALESAT FUNCHAL AUTO PO,Combustível/ Passagens/ Uber / Sem Parar,70,,,70,Cartão de Crédito,,,base
AME DIGITAL,Gastos pessoais,4.67,,,4.67,Cartão de Crédito,,,base
GREEN PARK,Combustível/ Passagens/ Uber / Sem Parar,50,,,50,Cartão de Crédito,,,base
MAMBO DELIVERY,Supermercado,488.91,,,488.91,Cartão de Crédito,shared,,base
OAKBERRY,Restaurantes/ Bares/ Lanchonetes,35.98,,,35.98,Cartão de Crédito,,,base
PAG*LOJABIO2,Supermercado,331.2,,,331.2,Cartão de Crédito,,,base
AME DIGITAL,Restaurantes/ Bares/ Lanchonetes,29.9,,,29.9,Cartão de Crédito,,,base
ONII*SAMPABEACH,Restaurantes/ Bares/ Lanchonetes,20,,,20,Cartão de Crédito,,,base
POSTO MISTER PLUS,Combustível/ Passagens/ Uber / Sem Parar,93.38,,,93.38,Cartão de Crédito,,,base
IQ*COMGAS,Conta de gás,27.74,,,27.74,Cartão de Crédito,shared,,base
QUIOSQUE LANCHETERIA E,Restaurantes/ Bares/ Lanchonetes,78.65,,,78.65,Cartão de Crédito,,,base
P011 MOEMA,Gastos pessoais,1000,,,1000,Cartão de Crédito,,,base
P011 MOEMA,Gastos pessoais,1300,,,1300,Cartão de Crédito,,,base
PETZ ITAIM,Gastos com Cachorro,84.99,,,84.99,Cartão de Crédito,shared,,base
PAO DE ACUCAR LJ 52,Supermercado,56.06,,,56.06,Cartão de Crédito,shared,,base
HORTUS COMERCIO DE ALI,Restaurantes/ Bares/ Lanchonetes,66.01,,,66.01,Cartão de Crédito,shared,,base
SWIFT,Restaurantes/ Bares/ Lanchonetes,48.89,,,48.89,Cartão de Crédito,shared,,base
NESPRESSO,Supermercado,256,,,256,Cartão de Crédito,shared,,base
RAPPI BRASIL INTERMEDI,Gastos com Cachorro,59.42,,,59.42,Cartão de Crédito,shared,,base
sem parar (ilha bela),Combustível/ Passagens/ Uber / Sem Parar,114.1,,,114.1,Conta Corrente,shared,,base
jubao,Gastos pessoais,122.38,,,122.38,Conta Corrente,,,base
chicao,Gastos pessoais,30,,,30,Conta Corrente,,,base
pagamentos ftv,Gastos pessoais,-2300,,,-2300,Conta Corrente,,,base
alilow,Restaurantes/ Bares/ Lanchonetes,72,,,72,Conta Corrente,,,base
alilow,Restaurantes/ Bares/ Lanchonetes,15,,,15,Conta Corrente,,,base
track & field,Gastos pessoais,9.8,,,9.8,Conta Corrente,,,base
recebidos ftv,Gastos pessoais,-159,,,-159,Conta Corrente,,,base
Amazon Mktp (alexa giu),Gastos com casa (outros),249,12.0,11.0,20.75,Cartão de Crédito,,,base
Americanas - Computador,Gastos pessoais,6610.2,12.0,7.0,550.85,Cartão de Crédito,,,base
Kabum - mouse,Gastos pessoais,353.04,12.0,7.0,29.42,Cartão de Crédito,,,base
19/12 - M. SHOP COMERCIAL LTDA(01/02) - Presente Manu,Gastos com presentes,300,2.0,2.0,150,Cartão de Crédito,,,base
19/12 - GUID(01/03) - v1,Gastos pessoais,688,3.0,2.0,229,Cartão de Crédito,,,base
19/12 - GUID(01/03) - v2,Gastos com presentes,688,3.0,2.0,229,Cartão de Crédito,,,base
19/12 - ISOLUTION(01/02),Gastos pessoais,229.8,2.0,2.0,114.9,Cartão de Crédito,,,base
26/11 - MAGALU *MAGAZINELUIZA(01/10),Gastos pessoais,1499,10.0,2.0,149.9,Cartão de Crédito,,,base
26/11 - GOLBRL*NQYWGN CALICE(01/04),Viagens / Férias,4252.2,4.0,2.0,1063.05,Cartão de Crédito,shared,,base
26/11 - DECOLAR COM LTDA(01/04),Viagens / Férias,375.28,4.0,2.0,93.82,Cartão de Crédito,shared,,base
AME DIGITAL(01/03) - Ampulheta Magnética,Gastos com presentes,101.76,3.0,1.0,33.92,Cartão de Crédito,,,base
Amazon.com.br(01/02) - Ração Zuri,Gastos com Cachorro,229.66,2.0,1.0,114.83,Cartão de Crédito,shared,,base
LOCALIZA RAC ACMCZ0(01/02),Viagens / Férias,672,2.0,1.0,336,Cartão de Crédito,shared,,base
LOCALIZA RAC ACLEM01(01/02),Viagens / Férias,918.3,2.0,1.0,459.15,Cartão de Crédito,shared,,base
NESPRESSO(01/02),Supermercado,254,2.0,1.0,127,Cartão de Crédito,shared,,base
DROGARIA ONLINE(01/03),Farmácia,143.37,3.0,1.0,47.79,Cartão de Crédito,,,base
Amazon-Marketplace(01/12) - Kindle,Gastos pessoais,697.44,12.0,1.0,58.12,Cartão de Crédito,,,base
PET LOVE*Order10809325(01/03),Gastos com Cachorro,130.53,3.0,1.0,43.51,Cartão de Crédito,shared,,base
ONII*SAMPABEACH,Restaurantes/ Bares/ Lanchonetes,8.5,,,8.5,Cartão de Crédito,,,base
PAG*MixEstacionamento,Combustível/ Passagens/ Uber / Sem Parar,20,,,20,Cartão de Crédito,,,base
Rappi Brasil Intermedi - Catan Night,Restaurantes/ Bares/ Lanchonetes,283,,,283,Cartão de Crédito,shared,,base
MERCPAGO*CONJRESALICES,Moradia (Financiamento/ Aluguel/ Condominio),579.44,,,579.44,Cartão de Crédito,,,base
MERCPAGO*PISO10MATCONS,Gastos com casa (outros),8.99,,,8.99,Cartão de Crédito,shared,,base
MINNUTO PAO LJ 5425,Supermercado,18.92,,,18.92,Cartão de Crédito,,,base
OLIMPIA BENDITO PONTO,Gastos com presentes,15,,,15,Cartão de Crédito,,,base
POSTO MISTER PLUS,Combustível/ Passagens/ Uber / Sem Parar,75.49,,,75.49,Cartão de Crédito,,,base
IQ*ENELSP,Conta de luz,285.16,,,285.16,Cartão de Crédito,shared,,base
BRASIL *RESTAURANTE O,Restaurantes/ Bares/ Lanchonetes,80,,,80,Cartão de Crédito,,,base
O AMIGAO,Restaurantes/ Bares/ Lanchonetes,29.92,,,29.92,Cartão de Crédito,,,base
PAG*RestManzua,Restaurantes/ Bares/ Lanchonetes,68,,,68,Cartão de Crédito,,,base
O AMIGAO,Restaurantes/ Bares/ Lanchonetes,19.15,,,19.15,Cartão de Crédito,,,base
POUSADA MILAGRES DO TO,Viagens / Férias,50,,,50,Cartão de Crédito,,,base
POUSADA MILAGRES DO TO,Viagens / Férias,70,,,70,Cartão de Crédito,,,base
POSTO JADSON,Viagens / Férias,70,,,70,Cartão de Crédito,shared,,base
AME DIGITAL - Posto de Gasolina,Viagens / Férias,132.99,,,132.99,Cartão de Crédito,shared,,base
FERRETI PANIF E DOCERI,Restaurantes/ Bares/ Lanchonetes,12.49,,,12.49,Cartão de Crédito,,,base
LAB. NABUCO LOPES,Viagens / Férias,310,,,310,Cartão de Crédito,,,base
PAG*SalaoTopHair,Restaurantes/ Bares/ Lanchonetes,104,,,104,Cartão de Crédito,,,base
PAYGO*IAPOIS RESTAURAN,Restaurantes/ Bares/ Lanchonetes,110,,,110,Cartão de Crédito,,,base
CJCM PETROLEO LTDA,Viagens / Férias,159.76,,,159.76,Cartão de Crédito,shared,,base
ECO NORONHA SA,Viagens / Férias,126,,,126,Cartão de Crédito,,,base
PAG*DisEstDeFernando,Viagens / Férias,503.72,,,503.72,Cartão de Crédito,,,base
POUSADA CASA ROTA ECOL,Viagens / Férias,270,,,270,Cartão de Crédito,,,base
ROMOALDO D MARQUES,Restaurantes/ Bares/ Lanchonetes,15,,,15,Cartão de Crédito,,,base
ACAI NA CACIMBA,Restaurantes/ Bares/ Lanchonetes,30,,,30,Cartão de Crédito,,,base
HIMALAYA LANCHONETE E,Restaurantes/ Bares/ Lanchonetes,6,,,6,Cartão de Crédito,,,base
MIX,Restaurantes/ Bares/ Lanchonetes,14.8,,,14.8,Cartão de Crédito,,,base
CACIMBA BISTRO,Restaurantes/ Bares/ Lanchonetes,172.35,,,172.35,Cartão de Crédito,,,base
CIA DA LUA,Restaurantes/ Bares/ Lanchonetes,20,,,20,Cartão de Crédito,,,base
MERCPAGO *BARRACAD,Restaurantes/ Bares/ Lanchonetes,10,,,10,Cartão de Crédito,,,base
HIMALAYA LANCHONETE E,Restaurantes/ Bares/ Lanchonetes,16,,,16,Cartão de Crédito,,,base
POUSADA ZE MARIA,Restaurantes/ Bares/ Lanchonetes,196,,,196,Cartão de Crédito,,,base
CIA DA LUA,Restaurantes/ Bares/ Lanchonetes,35,,,35,Cartão de Crédito,,,base
IQ*COMGAS,Conta de gás,10.53,,,10.53,Cartão de Crédito,shared,,base
O PICO NORONHA RESTAUR,Restaurantes/ Bares/ Lanchonetes,150,,,150,Cartão de Crédito,,,base
AME DIGITAL - Gasolina Aeroporto,Combustível/ Passagens/ Uber / Sem Parar,144.15,,,144.15,Cartão de Crédito,,,base
Brz Pizzaria Rouxinol - Sabrina,Restaurantes/ Bares/ Lanchonetes,193,,,193,Cartão de Crédito,shared,,base
DO VALE TRANSPORTE TUR,Viagens / Férias,4173.95,,,4173.95,Cartão de Crédito,,,base
Bullguer Vila Olmpia - Sabrina,Restaurantes/ Bares/ Lanchonetes,126,,,126,Cartão de Crédito,shared,,base
MERCPAGO*SEFAZIPVASP,Carro (Manutenção/ IPVA/ Seguro),1448.32,,,1448.32,Cartão de Crédito,,,base
SUPER MAMBO,Restaurantes/ Bares/ Lanchonetes,559.08,,,559.08,Cartão de Crédito,shared,,base
SWIFT,Restaurantes/ Bares/ Lanchonetes,208.48,,,208.48,Cartão de Crédito,shared,,base
DORGAISL 2396 - pcr,Gastos pessoais,149.9,,,149.9,Cartão de Crédito,,,base
PAYPAL *99APP,Combustível/ Passagens/ Uber / Sem Parar,18.21,,,18.21,Cartão de Crédito,,,base
PAYPAL *99APP,Combustível/ Passagens/ Uber / Sem Parar,8.08,,,8.08,Cartão de Crédito,,,base
MARAKUTHAI,Restaurantes/ Bares/ Lanchonetes,163.54,,,163.54,Cartão de Crédito,,,base
PAG*Napraia,Restaurantes/ Bares/ Lanchonetes,70,,,70,Cartão de Crédito,,,base
AUTO POSTO ACQUAMARINE,Combustível/ Passagens/ Uber / Sem Parar,129.02,,,129.02,Cartão de Crédito,shared,,base
AUTO POSTO ACQUAMARINE,Restaurantes/ Bares/ Lanchonetes,20,,,20,Cartão de Crédito,,,base
PARRILLA,Restaurantes/ Bares/ Lanchonetes,280,,,280,Cartão de Crédito,,,base
Rappi Brasil Intermedi - Patties,Restaurantes/ Bares/ Lanchonetes,68.7,,,68.7,Cartão de Crédito,shared,,base
Amazon.com.br Digital,Gastos pessoais,16.92,,,16.92,Cartão de Crédito,,,base
SAQUE TERMINAL INTER AG,Viagens / Férias,490,,,490,Conta Corrente,,,base
PEDAGIO ELETRONICO - SEM PARAR    (ano novo + cidade jardim),Combustível/ Passagens/ Uber / Sem Parar,183,,,183,Conta Corrente,shared,,base
PIX ENVIADO OUTRA INST - DIF TIT  Lukas Carmona Macedo de S,Gastos pessoais,42.85,,,42.85,Conta Corrente,,,base
PIX ENVIADO OUTRA INST - DIF TIT  ENRICO BORTOLUZO CASSIANO,Viagens / Férias,3529.96,,,3529.96,Conta Corrente,,,base
TED DIFERENTE TITULARIDADE CIP    Erica Barbosa,Viagens / Férias,900,,,900,Conta Corrente,shared,,base
TED DIFERENTE TITULARIDADE CIP    Aline Ivanov de Sousa,Gastos pessoais,2,,,2,Conta Corrente,,,base
SAQUE TERMINAL INTER AG,Viagens / Férias,350,,,350,Conta Corrente,,,base
PIX ENVIADO OUTRA INST - DIF TIT  Edno Francisco de Oliveir,Gastos com presentes,2300,,,2300,Conta Corrente,,,base
PIX ENVIADO - DIF TIT             PHERNANDO MENDES MARTINS,Viagens / Férias,150,,,150,Conta Corrente,,,base
SAQUE TERMINAL INTER AG,Viagens / Férias,650,,,650,Conta Corrente,,,base
PIX ENVIADO OUTRA INST - DIF TIT  Daniel Muller da Veiga,Gastos pessoais,83,,,83,Conta Corrente,,,base
PIX ENVIADO OUTRA INST - DIF TIT  ALEF LEANDRO ALVES DA SIL,Viagens / Férias,360,,,360,Conta Corrente,,,base
SAQUE TERMINAL INTER AG,Viagens / Férias,170,,,170,Conta Corrente,,,base
PIX ENVIADO OUTRA INST - DIF TIT  GUID COMERCIO C ROUPAS EI,Gastos com presentes,209.9,,,209.9,Conta Corrente,,,base
PIX ENVIADO OUTRA INST - DIF TIT  GUID COMERCIO C ROUPAS EI,Gastos pessoais,78.78,,,78.78,Conta Corrente,,,base
Anuidade Diferenciad(04/12),"Gastos com mensalidades (Gympass, Spotfy, Unicef e Rappi)",0,12.0,4.0,0,Cartão de Crédito,,Final 8073 - JOAO G B CALICE,base
Pao De Acucar-0061,Supermercado,401.68,,,401.68,Cartão de Crédito,,Final 8073 - JOAO G B CALICE,base
Deb Autom De Fatura Em C/,Gastos Pessoais,-31.969.00,,,-31.969.00,Cartão de Crédito,,Final 8073 - JOAO G B CALICE,base
Cvs/Pharmacy #11434,Farmácia,24.12,,,24.12,Cartão de Crédito,,Final 8073 - JOAO G B CALICE,base
Iof Despesa No Exterior,Viagens / Férias,0.82,,,0.82,Cartão de Crédito,,Final 8073 - JOAO G B CALICE,base
Pastis,Restaurantes/ Bares/ Lanchonetes,487.35,,,487.35,Cartão de Crédito,,Final 8073 - JOAO G B CALICE,base
Iof Despesa No Exterior,Viagens / Férias,16.47,,,16.47,Cartão de Crédito,,Final 8073 - JOAO G B CALICE,base
Barbacoa,Restaurantes/ Bares/ Lanchonetes,639.03,,,639.03,Cartão de Crédito,,Final 8073 - JOAO G B CALICE,base
99app *99app,Combustível/ Passagens/ Uber / Sem Parar,18,,,18,Cartão de Crédito,,Final 4038 - @ JOAO G B CALICE,base
99app *99app,Combustível/ Passagens/ Uber / Sem Parar,27.5,,,27.5,Cartão de Crédito,,Final 4038 - @ JOAO G B CALICE,base
Zig*Bottega Ibirapuera,Restaurantes/ Bares/ Lanchonetes,508.5,,,508.5,Cartão de Crédito,,Final 4038 - @ JOAO G B CALICE,base
99app *99app,Combustível/ Passagens/ Uber / Sem Parar,18.21,,,18.21,Cartão de Crédito,,Final 4038 - @ JOAO G B CALICE,base
99app *99app,Combustível/ Passagens/ Uber / Sem Parar,15.2,,,15.2,Cartão de Crédito,,Final 4038 - @ JOAO G B CALICE,base
Posto Ortega,Combustível/ Passagens/ Uber / Sem Parar,159.96,,,159.96,Cartão de Crédito,shared,Final 4038 - @ JOAO G B CALICE,base
Nespresso,Supermercado,28.2,,,28.2,Cartão de Crédito,,Final 4038 - @ JOAO G B CALICE,base
Bar Da Praca,Restaurantes/ Bares/ Lanchonetes,129,,,129,Cartão de Crédito,,Final 4038 - @ JOAO G B CALICE,base
99app *99app,Combustível/ Passagens/ Uber / Sem Parar,7.2,,,7.2,Cartão de Crédito,,Final 4038 - @ JOAO G B CALICE,base
99app *99app,Combustível/ Passagens/ Uber / Sem Parar,7.8,,,7.8,Cartão de Crédito,,Final 4038 - @ JOAO G B CALICE,base
Marroni E Peixinho At,Restaurantes/ Bares/ Lanchonetes,25,,,25,Cartão de Crédito,,Final 4038 - @ JOAO G B CALICE,base
Marroni E Peixinho At,Restaurantes/ Bares/ Lanchonetes,30,,,30,Cartão de Crédito,,Final 4038 - @ JOAO G B CALICE,base
Petlove Saud*Petlove S,Gastos com Cachorro,52.11,,,52.11,Cartão de Crédito,shared,Final 4038 - @ JOAO G B CALICE,base
Ec Pinheiros,Gastos pessoais,3,,,3,Cartão de Crédito,,Final 4038 - @ JOAO G B CALICE,base
Amazonprimebr,"Gastos com mensalidades (Gympass, Spotfy, Unicef e Rappi)",19.9,,,19.9,Cartão de Crédito,,Final 4038 - @ JOAO G B CALICE,base
Areia Esportes,Futevolei,300,,,300,Cartão de Crédito,,Final 4038 - @ JOAO G B CALICE,base
99app *99app,Combustível/ Passagens/ Uber / Sem Parar,33.6,,,33.6,Cartão de Crédito,,Final 4038 - @ JOAO G B CALICE,base
Zig*Areia Malibu,Restaurantes/ Bares/ Lanchonetes,42,,,42,Cartão de Crédito,,Final 4038 - @ JOAO G B CALICE,base
Zig*Areia Malibu,Restaurantes/ Bares/ Lanchonetes,37.8,,,37.8,Cartão de Crédito,,Final 4038 - @ JOAO G B CALICE,base
Yelumseg Parc5,Carro (Manutenção/ IPVA/ Seguro),219.77,,,219.77,Cartão de Crédito,,Final 4038 - @ JOAO G B CALICE,base
Unicef*Unicef Brasil,"Gastos com mensalidades (Gympass, Spotfy, Unicef e Rappi)",62.53,,,62.53,Cartão de Crédito,,Final 4038 - @ JOAO G B CALICE,base
Performance Truckcar,Combustível/ Passagens/ Uber / Sem Parar,100,,,100,Cartão de Crédito,,Final 4038 - @ JOAO G B CALICE,base
Mabe Comercio De Alime,Restaurantes/ Bares/ Lanchonetes,280.24,,,280.24,Cartão de Crédito,,Final 4038 - @ JOAO G B CALICE,base
99app *99app,Combustível/ Passagens/ Uber / Sem Parar,16.8,,,16.8,Cartão de Crédito,,Final 4038 - @ JOAO G B CALICE,base
Oxxo Princesa Isabel,Gastos pessoais,28.88,,,28.88,Cartão de Crédito,,Final 4038 - @ JOAO G B CALICE,base
Uber Uber *Trip Help U,Combustível/ Passagens/ Uber / Sem Parar,158.64,,,158.64,Cartão de Crédito,,Final 4038 - @ JOAO G B CALICE,base
Pg *Trela,Supermercado,128.91,,,128.91,Cartão de Crédito,,Final 4038 - @ JOAO G B CALICE,base
Rammagerdin - Keflavik,Restaurantes/ Bares/ Lanchonetes,75.39,,,75.39,Cartão de Crédito,,Final 4038 - @ JOAO G B CALICE,base
Iof Despesa No Exterior,Viagens / Férias,2.55,,,2.55,Cartão de Crédito,,Final 4038 - @ JOAO G B CALICE,base
Baejarins Bestu Pylsur,Restaurantes/ Bares/ Lanchonetes,39.38,,,39.38,Cartão de Crédito,,Final 4038 - @ JOAO G B CALICE,base
Iof Despesa No Exterior,Viagens / Férias,1.33,,,1.33,Cartão de Crédito,,Final 4038 - @ JOAO G B CALICE,base
Jfk T7 True Burger 112,Restaurantes/ Bares/ Lanchonetes,136.64,,,136.64,Cartão de Crédito,,Final 4038 - @ JOAO G B CALICE,base
Iof Despesa No Exterior,Viagens / Férias,4.62,,,4.62,Cartão de Crédito,,Final 4038 - @ JOAO G B CALICE,base
Uber Uber *Trip Help U,Combustível/ Passagens/ Uber / Sem Parar,31.95,,,31.95,Cartão de Crédito,,Final 4038 - @ JOAO G B CALICE,base
Uber* Trip,Combustível/ Passagens/ Uber / Sem Parar,5,,,5,Cartão de Crédito,,Final 4038 - @ JOAO G B CALICE,base
Uber* Trip,Combustível/ Passagens/ Uber / Sem Parar,39.75,,,39.75,Cartão de Crédito,,Final 4038 - @ JOAO G B CALICE,base
Uber Uber *Trip Help U,Combustível/ Passagens/ Uber / Sem Parar,181.37,,,181.37,Cartão de Crédito,,Final 4038 - @ JOAO G B CALICE,base
Amazon Digital Br,Gastos pessoais,33.53,,,33.53,Cartão de Crédito,,Final 4038 - @ JOAO G B CALICE,base
Ifood *Ifd*D1 Doces,restaurantes/ Bares/ Lanchonetes,210.99,,,210.99,Cartão de Crédito,,Final 4038 - @ JOAO G B CALICE,base
99* Taxi 27mar 18h50mi,Combustível/ Passagens/ Uber / Sem Parar,32.4,,,32.4,Cartão de Crédito,,Final 4038 - @ JOAO G B CALICE,base
99app *99app,Combustível/ Passagens/ Uber / Sem Parar,9.6,,,9.6,Cartão de Crédito,,Final 4038 - @ JOAO G B CALICE,base
Nama Sushi,Restaurantes/ Bares/ Lanchonetes,160.4,,,160.4,Cartão de Crédito,,Final 4038 - @ JOAO G B CALICE,base
Giuliana Flores,Gastos com presentes,120.61,,,120.61,Cartão de Crédito,,Final 4038 - @ JOAO G B CALICE,base
Mp *Lojabio2 (02/02),Cuidados Pessoais (Nutricionista / Medico / Suplemento),392.4,2.0,2.0,196.2,Cartão de Crédito,,Final 4038 - @ JOAO G B CALICE,base
Pg *Medmanipulado Ce(02/02),Cuidados Pessoais (Nutricionista / Medico / Suplemento),1426.42,2.0,2.0,713.21,Cartão de Crédito,,Final 4038 - @ JOAO G B CALICE,base
Zp *Alig Invisalign (10/18),Cuidados Pessoais (Nutricionista / Medico / Suplemento),4413.96,18.0,10.0,245.22,Cartão de Crédito,,Final 4038 - @ JOAO G B CALICE,base
Leroy Merlin,Gastos com casa (outros),25.89,,,25.89,Cartão de Crédito,shared,Final 0951 - ALINE I DE SOUSA,base
Pao De Acucar-0061,Supermercado,222,,,222,Cartão de Crédito,shared,Final 0951 - ALINE I DE SOUSA,base
Nicom,Restaurantes/ Bares/ Lanchonetes,26.29,,,26.29,Cartão de Crédito,shared,Final 0951 - ALINE I DE SOUSA,base
Leroy Merlin,Gastos com casa (outros),15.99,,,15.99,Cartão de Crédito,shared,Final 0951 - ALINE I DE SOUSA,base
Auto Posto Jocar Ltda,Combustível/ Passagens/ Uber / Sem Parar,100,,,100,Cartão de Crédito,shared,Final 0951 - ALINE I DE SOUSA,base
Orkan Fitjum,Combustível/ Passagens/ Uber / Sem Parar,246.13,,,246.13,Cartão de Crédito,shared,Final 0951 - ALINE I DE SOUSA,base
Iof Despesa No Exterior,Viagens / Férias,8.32,,,8.32,Cartão de Crédito,shared,Final 0951 - ALINE I DE SOUSA,base
Netflix Entretenimento,"Gastos com mensalidades (Gympass, Spotfy, Unicef e Rappi)",44.9,,,44.9,Cartão de Crédito,shared,Final 4147 - @ ALINE I DE SOUSA,base
Ebn*Spotify,"Gastos com mensalidades (Gympass, Spotfy, Unicef e Rappi)",34.9,,,34.9,Cartão de Crédito,shared,Final 4147 - @ ALINE I DE SOUSA,base
Smiles Clube Smiles,"Gastos com mensalidades (Gympass, Spotfy, Unicef e Rappi)",42,,,42,Cartão de Crédito,shared,Final 4147 - @ ALINE I DE SOUSA,base
Dm *Helpmaxcom,"Gastos com mensalidades (Gympass, Spotfy, Unicef e Rappi)",11.9,,,11.9,Cartão de Crédito,shared,Final 4147 - @ ALINE I DE SOUSA,base
Pet Love*Order 10742(01/02),Gastos com Cachorro,248.54,2.0,1.0,124.27,Cartão de Crédito,shared,Final 4147 - @ ALINE I DE SOUSA,base
Claro Pgto Fatu Mensal,Planos de celular,273.73,,,273.73,Cartão de Crédito,shared,Final 4147 - @ ALINE I DE SOUSA,base
Bkg*Booking Com Hotel,Viagens / Férias,1.071.91,,,1.071.91,Cartão de Crédito,shared,Final 4147 - @ ALINE I DE SOUSA,base
Iof Despesa No Exterior,Viagens / Férias,36.23,,,36.23,Cartão de Crédito,shared,Final 4147 - @ ALINE I DE SOUSA,base
Bkg*Hotel At Booking C,Viagens / Férias,3.212.95,,,3.212.95,Cartão de Crédito,shared,Final 4147 - @ ALINE I DE SOUSA,base
Iof Despesa No Exterior,Viagens / Férias,108.6,,,108.6,Cartão de Crédito,shared,Final 4147 - @ ALINE I DE SOUSA,base
Hotel At Booking Com,Viagens / Férias,2.060.82,,,2.060.82,Cartão de Crédito,shared,Final 4147 - @ ALINE I DE SOUSA,base
Iof Despesa No Exterior,Viagens / Férias,69.66,,,69.66,Cartão de Crédito,shared,Final 4147 - @ ALINE I DE SOUSA,base
Booking Com Hotel,Viagens / Férias,3.836.37,,,3.836.37,Cartão de Crédito,shared,Final 4147 - @ ALINE I DE SOUSA,base
Iof Despesa No Exterior,Viagens / Férias,129.67,,,129.67,Cartão de Crédito,shared,Final 4147 - @ ALINE I DE SOUSA,base
Nespresso,Supermercado,99,,,99,Cartão de Crédito,shared,Final 4147 - @ ALINE I DE SOUSA,base
99app *99app,Combustível/ Passagens/ Uber / Sem Parar,22.8,,,22.8,Cartão de Crédito,shared,Final 4147 - @ ALINE I DE SOUSA,base
Smiles Fidel*Txaembarq,Viagens / Férias,-0.02,,,-0.02,Cartão de Crédito,shared,Final 4147 - @ ALINE I DE SOUSA,base
Smiles Fidel*Bilhete(02/04),Viagens / Férias,1.445.00,4.0,2.0,1.445.00,Cartão de Crédito,shared,Final 4147 - @ ALINE I DE SOUSA,base
Smiles Fidel*Txaemba(02/04),Viagens / Férias,1.295.09,4.0,2.0,1.295.09,Cartão de Crédito,shared,Final 4147 - @ ALINE I DE SOUSA,base
Petlove*Pl*Clube 4a5(08/10),Gastos com Cachorro,129.9,10.0,8.0,12.99,Cartão de Crédito,shared,Final 4147 - @ ALINE I DE SOUSA,base
CREDITO DE SALARIO                 CNPJ 007526557000100,Gastos Pessoais,-19948.18,,,-19948.18,Conta Corrente,,CC - 30/04/2025 a 01/04/2025,base
PIX ENVIADO                        Demerge Brasil Facilitado,Gastos Pessoais,53.85,,,53.85,Conta Corrente,,CC - 30/04/2025 a 01/04/2025,base
DEBITO AUT. CONTA GAS              COMGAS,Conta de gás,89.07,,,89.07,Conta Corrente,shared,CC - 30/04/2025 a 01/04/2025,base
PIX ENVIADO                        Alexandre de Arruda Botel,Viagens / Férias,156,,,156,Conta Corrente,,CC - 30/04/2025 a 01/04/2025,base
PAGAMENTO DE TRIBUTO PMSP          INTERNET PM SAO PAULO,Moradia (Financiamento/ Aluguel/ Condominio),454.53,,,454.53,Conta Corrente,shared,CC - 30/04/2025 a 01/04/2025,base
CREDITO DE SALARIO                 CNPJ 007526557000100,Gastos Pessoais,-1220,,,-1220,Conta Corrente,,CC - 30/04/2025 a 01/04/2025,base
TED RECEBIDA                       JOAO GUILHERME BERSANI CA,Transferencia Interna,-1500,,,-1500,Conta Corrente,,CC - 30/04/2025 a 01/04/2025,base
PIX ENVIADO                        Joao Calice Filho,Gastos Pessoais,170,,,170,Conta Corrente,,CC - 30/04/2025 a 01/04/2025,base
PIX ENVIADO                        Rodrigo Jeronimo Lourenco,Gastos Pessoais,40,,,40,Conta Corrente,,CC - 30/04/2025 a 01/04/2025,base
PIX RECEBIDO                       SUL AMERICA SERVICOS DE S,Cuidados Pessoais (Nutricionista / Medico / Suplemento),-670,,,-670,Conta Corrente,,CC - 30/04/2025 a 01/04/2025,base
PAGAMENTO DE BOLETO OUTROS BANCOS  ZANGARI GESTAO DE SERVICO,Moradia (Financiamento/ Aluguel/ Condominio),1178.91,,,1178.91,Conta Corrente,shared,CC - 30/04/2025 a 01/04/2025,base
REMUNERACAO APLICACAO AUTOMATICA,Gastos Pessoais,-0.05,,,-0.05,Conta Corrente,,CC - 30/04/2025 a 01/04/2025,base
